uid,source_ip,destination_ip,protocol,service,destination_port,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,total_bytes,total_pkts,bytes_per_packet,label,label_text
Cxwjgc4KjqGX0To6rg,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CZwir43LWtLtXxNnFh,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CniOEE1C2yH2rVDCH8,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CFlI5l2zBgYlIb2jzb,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CXUcxp4j9QpmmiX6ba,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CpSFhK2J3VA1wfK0ae,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CLWThnVtWXQ6gV3wh,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CrygHV2Qnx6x86P3m1,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CmMdkGOfqmohEK5Ma,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C0uF072XVgkMqYV2y6,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CkLvpU2xepD7CSTmYg,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C4bImX3ZYAXjruClQ5,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CJGKsv3gV1mAhPmcCl,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CEKVJ41EhJIrmG0CS2,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CKmVQGAMUmWYyJEb2,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CAO2rN2NsjobDPhOq6,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CspyWKDhr8P2kHWOi,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C60vKc3aJrC4i5T6w6,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C2DEY34rmMoHoQ2R5b,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CyuMCk3ixC4JkpUPYb,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C5du6I3Jxj2OY3gyo6,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
Cy40ai3BPViLPJVYx2,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C2iatC1MiZFwfbpmCk,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CrqJx11hKRbSbJMKDd,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CKxjyp4g8GDcScC9Ia,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CxeXpp2DlDmYOcHzig,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CCuKbB2ZzuHPDSdRXb,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
Cxdbpc2QA3FSApTmGf,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CE9rl54Eg3Sz9G2V36,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CNvbCyiZuH3d1F45,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CZgsO82sVz8TGd2q6,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CAwRX61A2vEJNFINb6,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CJxGgz4UWOyGGK3Lx5,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CcjCyO3TCeYmywMw8,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C52WeUUyfQSx3wx65,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CtnVn923ck9whO3983,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CUBXmk3Q5hDiiPa1qe,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
Cx4nyY5OvRgJ36L55,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
COE6en17yo5iznfSwh,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
Cu6UWA2T8YMur5SCD6,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CA7cH9pjnEe9ldRql,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CUYlIz4DorB3MKr3Za,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CX3u954gUF5KiUN6V1,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C7yZIS1vpovvbExtk8,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CVVC8e4NpoQFvROvK8,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
Ce4dGA1RQuY3tJtXlf,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CqIjfz1GWXwHu5MZu2,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CIOrH1x0Vn8yxgn1j,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CrKXrVBkYXMqiBtgd,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CacdlE1zALa46QUUfl,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CkX6UMS5oURgCCowk,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CHAGsmv33haITYJcj,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CNGzF74oyiWPLG91Fg,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CU0Nz12eip52XKYek3,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CLqOHF3VLvedOGZR54,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CALVIb3hKcOjGoSL45,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
Cejiwx07OtaiKyA6d,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CRzmMYx9ZMeCohmCi,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CUvwX22BNndLnJ2glf,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CA7tbQFUkvcYo3kb6,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
COCW4Q2xwqnoglzyd9,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CCjzJNqiqg7Lt3rs1,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CGpvkF1Sf6V9ADAs63,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C1LbVr2zdJW6BExFva,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CHbudc3atQ9Grwokfk,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CYQ0NA2fuPSb7heiD1,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CpfTil2FJtw9Tqt6S7,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CKVl093ERMNBXlcon1,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C6xzTe2ygm8usdC6kf,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CwFfD12pfLPBCmfN38,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CxMrOvUiMfab6WERa,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CuH2bniuPrI1m6yKg,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CONRAh1z6yf9TDC0Pf,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C1mo3O1rHKd8T0osvc,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CUwrH44oxiclt1bByf,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CoMam03VRMIJStFlSk,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CQI5fHuLmWnQfmUVj,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C2CN5xth74RMhscT5,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
Cw6fTrjF25OHDuje6,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CFlcEoSHKNiKkLKW5,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CumZbB2fpEntpHkwU6,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CcNEA44NPdnuO11NV2,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
Cly5wB3BKG77Sp7Wj6,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CSmyTa4XYnZjgM4aA5,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CKvejF2iEYm86JI0E,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CiEQrH3HThZ4zDRBf8,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CVRRDX3mSXvwuP72z7,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CIg0q54kgxL3Ch25bl,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CSlV3i98VH7FE8m7h,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CT5JnB47XCvx4C0GP4,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
C8Fubk1IlSkfSd9Gm3,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
CKuBT23aJjIIEOs0hl,192.168.1.195,162.248.88.215,tcp,-,62336,0.0,0,0,0,0,0,0,0.0,1,-   Malicious   DDoS
